,UPC,Banner,Kansas,New York,Northern California,Texas,Average_Price,Std
3035,200253393,Safeway,50.49,50.74,50.74,50.99,50.74,0.1767766952966369
3036,200253393,Trader Joes,52.44,52.44,56.39,48.49,52.44,2.7930717856868625
3037,200253393,Walmart,45.62,47.41,46.35,46.02,46.35,0.6643417795081072
3038,200253393,Wegmans,50.24,50.99,50.24,49.49,50.24,0.5303300858899106
3039,200253393,Whole Foods,54.84,55.69,54.84,53.99,54.84,0.6010407640085639
3040,456975266,No Store,14.19,14.19,14.19,14.19,14.19,0.0
3041,456975266,Safeway,13.59,13.69,13.69,13.79,13.69,0.0707106781186545
3042,456975266,Trader Joes,14.14,14.14,15.19,13.09,14.14,0.7424621202458748
3043,456975266,Walmart,12.3,12.86,12.58,12.58,12.58,0.19798989873223286
3044,456975266,Wegmans,13.59,13.79,13.59,13.39,13.59,0.141421356237309
3045,456975266,Whole Foods,1.99,11.156666666666666,16.89,14.59,11.156666666666666,5.672007287254369
3046,311693284,Safeway,25.09,25.09,25.09,25.09,25.09,0.0
3047,311693284,Trader Joes,23.59,25.05666666666667,27.69,23.89,25.05666666666667,1.6160651802036539
3048,311693284,Walmart,22.44,23.3,22.80333333333333,22.67,22.80333333333333,0.31482799536678197
3049,311693284,Wegmans,24.740000000000002,25.09,24.740000000000002,24.39,24.740000000000002,0.24748737341529137
3050,311693284,Whole Foods,1.99,27.39,14.69,14.69,14.69,8.980256121069154
3051,977134983,Safeway,32.49,38.09,35.290000000000006,35.290000000000006,35.290000000000006,1.9798989873223336
3052,977134983,Trader Joes,30.89,32.19,36.29,31.19,32.64,2.161596632121728
3053,977134983,Walmart,29.32,30.56,29.83,29.61,29.83,0.4586392918187445
3054,977134983,Wegmans,31.59,32.79,32.09,31.89,32.09,0.44158804331639195
3055,977134983,Whole Foods,1.99,18.39,18.39,34.79,18.39,11.59655121145938
3056,565170341,No Store,10.440000000000001,9.99,10.89,10.440000000000001,10.440000000000001,0.3181980515339465
3057,565170341,Safeway,10.489999999999998,11.29,10.489999999999998,9.69,10.489999999999998,0.5656854249492379
3058,565170341,Trader Joes,9.09,9.656666666666666,10.69,9.19,9.656666666666666,0.6337717780610513
3059,565170341,Walmart,8.73,9.0,8.856666666666667,8.84,8.856666666666667,0.09600347215943099
3060,565170341,Wegmans,9.54,9.69,9.54,9.39,9.54,0.10606601717798175
3061,565170341,Whole Foods,1.99,10.59,11.89,8.156666666666666,8.156666666666666,3.8041643848112905
3062,700041439,No Store,24.09,24.09,24.09,24.09,24.09,0.0
3063,700041439,Safeway,23.09,23.240000000000002,23.240000000000002,23.39,23.240000000000002,0.10606601717798238
3064,700041439,Trader Joes,23.990000000000002,23.990000000000002,25.79,22.19,23.990000000000002,1.2727922061357848
3065,700041439,Walmart,20.91,21.74,21.325,21.325,21.325,0.2934493141924166
3066,700041439,Wegmans,22.49,23.39,22.856666666666666,22.69,22.856666666666666,0.3341656275960575
3067,700041439,Whole Foods,1.99,25.49,13.739999999999998,13.739999999999998,13.739999999999998,8.308504678941933
3068,912873332,No Store,20.99,20.99,20.99,20.99,20.99,0.0
3069,912873332,Safeway,20.19,23.69,21.94,21.94,21.94,1.2374368670764582
3070,912873332,Trader Joes,20.990000000000002,20.990000000000002,22.59,19.39,20.990000000000002,1.1313708498984758
3071,912873332,Walmart,19.0,19.0,19.0,19.0,19.0,0.0
3072,912873332,Wegmans,19.79,19.79,19.79,19.79,19.79,0.0
3073,912873332,Whole Foods,1.99,22.29,15.29,21.59,15.29,8.14831270877597
3074,856365324,No Store,42.69,40.79,44.59,42.69,42.69,1.3435028842544419
3075,856365324,Safeway,39.59,39.59,39.59,39.59,39.59,0.0
3076,856365324,Trader Joes,37.29,39.556666666666665,43.69,37.69,39.556666666666665,2.5350871122442054
3077,856365324,Walmart,35.4,35.4,35.4,35.4,35.4,0.0
3078,856365324,Wegmans,38.99,39.59,38.99,38.39,38.99,0.4242640687119295
3079,856365324,Whole Foods,1.99,43.19,48.69,31.290000000000003,31.29,18.04757601452339
3080,870595943,No Store,47.39,47.39,47.39,47.39,47.39,0.0
3081,870595943,Safeway,45.49,45.74,45.74,45.99,45.74,0.1767766952966369
3082,870595943,Trader Joes,47.239999999999995,47.239999999999995,50.79,43.69,47.239999999999995,2.5102290732122445
3083,870595943,Walmart,42.175,42.81,42.175,41.54,42.175,0.4490128060534588
3084,870595943,Wegmans,44.19,45.99,44.92333333333334,44.59,44.92333333333334,0.668331255192115
3085,870595943,Whole Foods,1.99,50.19,56.49,48.69,39.34,21.761720979738712
3086,373656227,No Store,36.74,35.09,38.39,36.74,36.74,1.1667261889578024
3087,373656227,Safeway,33.79,39.59,35.82333333333333,34.09,35.82333333333333,2.3090402046449237
3088,373656227,Trader Joes,35.04,35.04,37.69,32.39,35.04,1.87383297014435
3089,373656227,Walmart,31.275,31.72,31.275,30.83,31.275,0.31466251762801384
3090,373656227,Wegmans,32.79,34.09,33.32333333333333,33.09,33.32333333333333,0.48131763593978955
3091,373656227,Whole Foods,1.99,37.19,41.89,36.09,29.29,15.911473847510168
3092,517769564,No Store,21.240000000000002,20.29,22.19,21.240000000000002,21.240000000000002,0.6717514421272209
3093,517769564,Safeway,19.49,19.59,19.59,19.69,19.59,0.07071067811865576
3094,517769564,Trader Joes,20.19,20.19,21.69,18.69,20.19,1.0606601717798212
3095,517769564,Walmart,18.064999999999998,18.31,18.064999999999998,17.82,18.064999999999998,0.17324116139070359
3096,517769564,Wegmans,19.39,19.69,19.39,19.09,19.39,0.21213203435596475
3097,517769564,Whole Foods,1.99,21.39,24.19,20.79,17.09,8.811923740024081
3098,266112120,No Store,5.19,5.19,5.19,5.19,5.19,0.0
3099,266112120,Safeway,4.59,4.640000000000001,4.640000000000001,4.69,4.640000000000001,0.03535533905932756
3100,266112120,Trader Joes,4.74,4.74,5.09,4.39,4.74,0.2474873734152917
3101,266112120,Walmart,4.23,4.3,4.246666666666667,4.21,4.246666666666667,0.03341656275960559
3102,266112120,Wegmans,4.59,4.69,4.59,4.49,4.59,0.07071067811865482
3103,266112120,Whole Foods,1.99,5.09,3.54,3.54,3.54,1.0960155108391487
3104,581614281,Safeway,44.89,45.09,45.09,45.29,45.09,0.141421356237309
3105,581614281,Trader Joes,45.85666666666666,44.39,50.09,43.09,45.85666666666667,2.6328058543437396
3106,581614281,Walmart,42.16,42.16,42.16,42.16,42.16,0.0
3107,581614281,Wegmans,44.64,45.29,44.64,43.99,44.63999999999999,0.4596194077712549
3108,581614281,Whole Foods,1.99,1.99,1.99,1.99,1.99,0.0
3109,161725486,Safeway,36.69,36.89,36.89,37.09,36.89,0.14142135623731153
3110,161725486,Trader Joes,34.89,36.39,40.99,35.29,36.89,2.430020576044574
3111,161725486,Walmart,34.05,34.55,34.05,33.55,34.05,0.3535533905932738
3112,161725486,Wegmans,36.540000000000006,37.09,36.540000000000006,35.99,36.540000000000006,0.38890872965260165
3113,161725486,Whole Foods,1.99,40.49,27.25666666666667,39.29,27.256666666666668,15.478425845888422
3114,157129774,No Store,7.39,7.39,7.39,7.39,7.39,0.0
3115,157129774,Safeway,7.09,8.29,7.489999999999999,7.09,7.489999999999999,0.4898979485566353
3116,157129774,Trader Joes,6.69,6.99,7.89,6.79,7.09,0.47434164902525666
3117,157129774,Walmart,6.47,6.72,6.595,6.595,6.595,0.08838834764831845
3118,157129774,Wegmans,6.89,7.09,6.956666666666666,6.89,6.956666666666666,0.08164965809277268
3119,157129774,Whole Foods,1.99,7.79,4.89,4.89,4.89,2.0506096654409878
3120,59479815,No Store,47.79,47.79,47.79,47.79,47.79,0.0
3121,59479815,Safeway,45.89,45.89,45.89,45.89,45.89,0.0
3122,59479815,Trader Joes,43.69,46.32333333333333,51.19,44.09,46.32333333333333,2.9835660989270307
3123,59479815,Walmart,41.96,41.96,41.96,41.96,41.96,0.0
3124,59479815,Wegmans,45.69,46.39,45.69,44.99,45.69,0.49497474683058273
3125,59479815,Whole Foods,1.99,36.02333333333333,56.99,49.09,36.02333333333333,21.02740275608632
3126,218958254,No Store,12.39,12.39,12.39,12.39,12.39,0.0
3127,218958254,Safeway,11.89,13.99,12.656666666666666,12.09,12.656666666666668,0.8195527235429497
3128,218958254,Trader Joes,12.39,12.39,13.29,11.49,12.39,0.6363961030678924
3129,218958254,Walmart,11.2,11.2,11.2,11.2,11.2,0.0
3130,218958254,Wegmans,11.89,12.09,11.89,11.69,11.89,0.14142135623730964
3131,218958254,Whole Foods,1.99,13.09,14.79,12.79,10.665,5.066248612138966
3132,881311707,Safeway,53.19,53.19,53.19,53.19,53.19,0.0
3133,881311707,Trader Joes,53.79,52.09,58.69,50.59,53.79,3.0471297970385156
3134,881311707,Walmart,48.739999999999995,49.41,48.739999999999995,48.07,48.74,0.47376154339498555
3135,881311707,Wegmans,52.39,53.19,52.39,51.59,52.39,0.565685424949236
3136,881311707,Whole Foods,1.99,57.99,65.39,56.29,45.415,25.30379171191543
3137,702239031,Safeway,10.69,10.69,10.69,10.69,10.69,0.0
3138,702239031,Trader Joes,10.19,10.79,11.89,10.29,10.79,0.6745368781616026
3139,702239031,Walmart,9.885,10.02,9.885,9.75,9.884999999999998,0.09545941546018377
3140,702239031,Wegmans,10.39,10.79,10.556666666666667,10.49,10.556666666666667,0.14719601443879693
3141,702239031,Whole Foods,1.99,11.79,13.19,11.39,9.59,4.43846820423443
3142,757501813,No Store,39.79,39.79,39.79,39.79,39.79,0.0
3143,757501813,Safeway,38.19,38.39,38.39,38.59,38.39,0.14142135623731153
3144,757501813,Trader Joes,39.64,39.64,42.59,36.69,39.64,2.0859650045003173
3145,757501813,Walmart,34.55,35.94,35.11,34.84,35.11,0.5185074734273358
3146,757501813,Wegmans,38.040000000000006,38.59,38.040000000000006,37.49,38.040000000000006,0.38890872965260165
3147,757501813,Whole Foods,1.99,42.09,28.323333333333334,40.89,28.323333333333334,16.13138762371876
3148,193736714,Safeway,56.59,56.89,56.89,57.19,56.89,0.21213203435596223
3149,193736714,Trader Joes,57.82333333333333,55.99,63.09,54.39,57.82333333333334,3.2743956185327807
3150,193736714,Walmart,51.02,53.12,52.07,52.07,52.07,0.7424621202458729
3151,193736714,Wegmans,54.89,57.19,55.85666666666666,55.49,55.85666666666666,0.8436033823229163
3152,193736714,Whole Foods,1.99,62.29,32.14,32.14,32.14,21.319269452774407
3153,994344572,Safeway,10.89,10.89,10.89,10.89,10.89,0.0
3154,994344572,Trader Joes,11.056666666666667,10.69,12.09,10.39,11.056666666666665,0.6416125518306718
3155,994344572,Walmart,9.81,10.25,10.0,9.94,10.0,0.1598436736314577
3156,994344572,Wegmans,10.49,10.89,10.656666666666666,10.59,10.656666666666666,0.14719601443879762
3157,994344572,Whole Foods,11.74,11.89,11.74,11.59,11.74,0.10606601717798238
3158,848280790,No Store,41.69,41.69,41.69,41.69,41.69,0.0
3159,848280790,Safeway,36.59,36.790000000000006,36.790000000000006,36.99,36.790000000000006,0.141421356237309
3160,848280790,Trader Joes,38.04,38.04,40.89,35.19,38.04,2.0152543263816614
3161,848280790,Walmart,34.43,34.43,34.43,34.43,34.43,0.0
3162,848280790,Wegmans,36.44,36.99,36.44,35.89,36.44,0.38890872965260165
3163,848280790,Whole Foods,42.34,42.34,45.49,39.19,42.34,2.227386360737626
3164,808976577,No Store,28.29,28.29,28.29,28.29,28.29,0.0
3165,808976577,Safeway,29.689999999999998,31.89,29.689999999999998,27.49,29.689999999999998,1.5556349186104055
3166,808976577,Trader Joes,28.189999999999998,28.189999999999998,30.29,26.09,28.189999999999998,1.4849242404917495
3167,808976577,Walmart,24.54,25.55,25.045,25.045,25.044999999999998,0.3570889244992071
3168,808976577,Wegmans,27.09,27.49,27.09,26.69,27.09,0.282842712474618
3169,808976577,Whole Foods,1.99,29.99,20.356666666666666,29.09,20.356666666666666,11.251740606086983
3170,60168857,No Store,2.09,2.09,2.09,2.09,2.09,0.0
3171,60168857,Safeway,1.99,1.99,1.99,1.99,1.99,0.0
3172,60168857,Trader Joes,2.04,2.04,2.19,1.89,2.04,0.10606601717798214
3173,60168857,Walmart,1.915,1.97,1.915,1.86,1.915,0.038890872965260066
3174,60168857,Wegmans,1.99,1.99,1.99,1.99,1.99,0.0
3175,60168857,Whole Foods,1.99,2.19,2.123333333333333,2.19,2.123333333333333,0.0816496580927726
3176,896138462,No Store,23.689999999999998,22.59,24.79,23.689999999999998,23.689999999999998,0.777817459305202
3177,896138462,Safeway,21.99,21.99,21.99,21.99,21.99,0.0
3178,896138462,Trader Joes,22.223333333333333,21.49,24.29,20.89,22.223333333333333,1.2832251036613436
3179,896138462,Walmart,19.63,20.47,19.983333333333334,19.85,19.983333333333334,0.30800432897390656
3180,896138462,Wegmans,21.64,21.99,21.64,21.29,21.639999999999997,0.24748737341529137
3181,896138462,Whole Foods,1.99,1.99,1.99,1.99,1.99,0.0
3182,394331468,No Store,51.989999999999995,49.69,54.29,51.989999999999995,51.989999999999995,1.6263455967290597
3183,394331468,Safeway,47.69,55.99,51.84,51.84,51.84,2.9344931419241735
3184,394331468,Trader Joes,45.39,48.123333333333335,53.19,45.79,48.123333333333335,3.105908348078974
3185,394331468,Walmart,44.87,44.87,44.87,44.87,44.87,0.0
3186,394331468,Wegmans,47.489999999999995,48.19,47.489999999999995,46.79,47.489999999999995,0.49497474683058273
3187,394331468,Whole Foods,1.99,52.59,59.29,50.99,41.215,22.859612310798273
3188,299905463,No Store,53.69,53.69,53.69,53.69,53.69,0.0
3189,299905463,Safeway,51.59,51.59,51.59,51.59,51.59,0.0
3190,299905463,Trader Joes,53.59,53.59,57.59,49.59,53.59,2.8284271247461903
3191,299905463,Walmart,46.67,46.67,46.67,46.67,46.67,0.0
3192,299905463,Wegmans,51.34,52.09,51.34,50.59,51.34,0.5303300858899106
3193,299905463,Whole Foods,1.99,56.89,29.44,29.44,29.44,19.41008114357073
3194,650943158,Safeway,14.89,17.49,16.189999999999998,16.189999999999998,16.189999999999998,0.9192388155425111
3195,650943158,Trader Joes,14.19,15.023333333333332,16.59,14.29,15.023333333333332,0.9600347215943115
3196,650943158,Walmart,13.54,14.0,13.77,13.77,13.77,0.16263455967290624
3197,650943158,Wegmans,14.84,15.09,14.84,14.59,14.84,0.1767766952966369
3198,650943158,Whole Foods,1.99,16.39,11.456666666666669,15.99,11.456666666666667,5.798850460795369
3199,514805290,No Store,6.99,6.69,7.29,6.99,6.99,0.21213203435596414
3200,514805290,Safeway,6.39,6.4399999999999995,6.4399999999999995,6.49,6.4399999999999995,0.03535533905932756
3201,514805290,Trader Joes,6.69,6.69,7.19,6.19,6.69,0.3535533905932738
3202,514805290,Walmart,6.0,6.0,6.0,6.0,6.0,0.0
3203,514805290,Wegmans,6.19,6.24,6.24,6.29,6.24,0.03535533905932725
3204,514805290,Whole Foods,1.99,7.09,5.323333333333333,6.89,5.323333333333333,2.042465829987534
3205,980564443,No Store,38.09,36.39,39.79,38.09,38.09,1.2020815280171302
3206,980564443,Safeway,34.99,34.99,34.99,34.99,34.99,0.0
3207,980564443,Trader Joes,36.290000000000006,36.290000000000006,38.99,33.59,36.290000000000006,1.9091883092036777
3208,980564443,Walmart,32.84,32.84,32.84,32.84,32.84,0.0
3209,980564443,Wegmans,33.89,35.29,34.49,34.29,34.49,0.5099019513592781
3210,980564443,Whole Foods,1.99,38.49,43.39,37.39,30.315000000000005,16.50869089298119
3211,304468559,No Store,54.29,54.29,54.29,54.29,54.29,0.0
3212,304468559,Safeway,52.19,61.19,55.35666666666666,52.69,55.35666666666666,3.5765439556458225
3213,304468559,Trader Joes,49.59,51.59,58.19,50.09,52.365,3.442655225258548
3214,304468559,Walmart,47.14,49.07,48.105000000000004,48.105000000000004,48.105000000000004,0.6823580438450183
3215,304468559,Wegmans,51.94,52.69,51.94,51.19,51.94,0.5303300858899106
3216,304468559,Whole Foods,1.99,57.49,64.79,41.42333333333334,41.42333333333334,24.2854208665748
3217,470178735,No Store,62.99,62.99,62.99,62.99,62.99,0.0
3218,470178735,Safeway,55.29,55.59,55.59,55.89,55.59,0.21213203435596475
3219,470178735,Trader Joes,52.59,54.79,61.69,56.35666666666666,56.35666666666666,3.3573302885874448
3220,470178735,Walmart,49.91,51.9,50.74666666666667,50.43,50.74666666666667,0.7298059102711263
3221,470178735,Wegmans,53.69,55.89,54.589999999999996,54.19,54.59,0.8154753215150057
3222,470178735,Whole Foods,1.99,60.99,68.69,43.88999999999999,43.89,25.802422366901908
3223,93351329,Safeway,12.79,12.84,12.84,12.89,12.84,0.03535533905932788
3224,93351329,Trader Joes,12.19,13.239999999999998,14.29,13.239999999999998,13.239999999999998,0.7424621202458748
3225,93351329,Walmart,11.870000000000001,12.02,11.870000000000001,11.72,11.870000000000001,0.10606601717798175
3226,93351329,Wegmans,12.690000000000001,12.89,12.690000000000001,12.49,12.690000000000001,0.14142135623730964
3227,93351329,Whole Foods,1.99,8.94,15.89,8.94,8.94,4.914392129246505
3228,819121025,Safeway,20.39,20.39,20.39,20.39,20.39,0.0
3229,819121025,Trader Joes,19.29,20.456666666666667,22.59,19.49,20.456666666666667,1.3083067937860247
3230,819121025,Walmart,18.799999999999997,19.04,18.799999999999997,18.56,18.799999999999997,0.16970562748477155
3231,819121025,Wegmans,20.09,20.39,20.09,19.79,20.09,0.21213203435596475
3232,819121025,Whole Foods,1.99,16.223333333333333,25.09,21.59,16.223333333333333,8.803503090626291
3233,95866554,Safeway,33.79,39.59,35.82333333333333,34.09,35.82333333333333,2.3090402046449237
3234,95866554,Trader Joes,34.49,33.39,37.69,32.39,34.489999999999995,1.9912307751739866
3235,95866554,Walmart,30.57,31.73,31.15,31.15,31.150000000000002,0.4101219330881976
3236,95866554,Wegmans,33.59,34.09,33.59,33.09,33.59,0.3535533905932738
3237,95866554,Whole Foods,1.99,37.19,41.89,27.02333333333333,27.023333333333333,15.419522258055425
3238,250622702,No Store,39.99,39.99,39.99,39.99,39.99,0.0
3239,250622702,Safeway,38.49,38.69,38.69,38.89,38.69,0.141421356237309
3240,250622702,Trader Joes,39.32333333333333,38.09,42.89,36.99,39.32333333333334,2.218482965151336
3241,250622702,Walmart,34.7,36.1,35.32333333333333,35.17,35.32333333333333,0.503802209866795
3242,250622702,Wegmans,37.29,38.89,37.95666666666666,37.69,37.95666666666666,0.5887840577551905
3243,250622702,Whole Foods,1.99,42.39,47.79,41.09,33.315,18.25915866079267
3244,768900012,No Store,58.89,58.89,58.89,58.89,58.89,0.0
3245,768900012,Safeway,56.489999999999995,60.69,56.489999999999995,52.29,56.489999999999995,2.969848480983499
3246,768900012,Trader Joes,53.69,53.69,57.69,49.69,53.69,2.8284271247461903
3247,768900012,Walmart,47.870000000000005,48.63,47.870000000000005,47.11,47.870000000000005,0.5374011537017772
3248,768900012,Wegmans,51.489999999999995,52.29,51.489999999999995,50.69,51.489999999999995,0.5656854249492386
3249,768900012,Whole Foods,1.99,56.99,64.19,55.29,44.615,24.835294944896468
3250,266788198,No Store,59.59,59.59,59.59,59.59,59.59,0.0
3251,266788198,Safeway,57.89,57.89,57.89,57.89,57.89,0.0
3252,266788198,Trader Joes,54.49,56.69,63.89,54.99,57.515,3.7698640559044034
3253,266788198,Walmart,51.73,53.82,52.589999999999996,52.22,52.589999999999996,0.7728842086625924
3254,266788198,Wegmans,55.59,57.89,56.55666666666667,56.19,56.55666666666667,0.8436033823229171
3255,266788198,Whole Foods,1.99,63.09,71.09,45.39000000000001,45.39,26.7270462266222
3256,688858216,No Store,18.69,18.69,18.69,18.69,18.69,0.0
3257,688858216,Safeway,17.99,18.09,18.09,18.19,18.09,0.07071067811865576
3258,688858216,Trader Joes,20.09,20.09,20.09,20.09,20.09,0.0
3259,688858216,Walmart,16.685000000000002,16.96,16.685000000000002,16.41,16.685000000000002,0.19445436482630082
3260,688858216,Wegmans,17.49,18.19,17.790000000000003,17.69,17.79,0.25495097567964004
3261,688858216,Whole Foods,1.99,19.79,22.29,14.689999999999998,14.69,7.827196177431609
3262,644054876,No Store,30.69,29.29,32.09,30.69,30.689999999999998,0.989949493661168
3263,644054876,Safeway,28.19,32.99,29.89,28.49,29.89,1.9013153341831552
3264,644054876,Trader Joes,29.240000000000002,29.240000000000002,31.39,27.09,29.240000000000002,1.5202795795510775
3265,644054876,Walmart,25.47,26.5,25.985,25.985,25.985,0.3641599923110724
3266,644054876,Wegmans,28.04,28.49,28.04,27.59,28.039999999999996,0.31819805153394587
3267,644054876,Whole Foods,1.99,30.99,16.49,16.49,16.49,10.253048327204938
3268,480476230,No Store,23.99,23.99,23.99,23.99,23.99,0.0
3269,480476230,Safeway,21.09,21.189999999999998,21.189999999999998,21.29,21.189999999999998,0.0707106781186545
3270,480476230,Trader Joes,21.49,20.79,23.49,20.19,21.490000000000002,1.2429802894656046
3271,480476230,Walmart,19.515,19.82,19.515,19.21,19.515,0.21566756826189679
3272,480476230,Wegmans,20.939999999999998,21.29,20.939999999999998,20.59,20.939999999999998,0.24748737341529137
3273,480476230,Whole Foods,1.99,23.19,15.89,22.49,15.89,8.515573967736996
3274,692276824,No Store,62.74,59.89,65.59,62.74,62.739999999999995,2.0152543263816614
3275,692276824,Safeway,57.59,57.89,57.89,58.19,57.89,0.21213203435596223
3276,692276824,Trader Joes,54.79,56.99,64.29,55.29,57.84,3.812151623427382
3277,692276824,Walmart,52.0,54.1,52.88333333333333,52.55,52.88333333333333,0.7700108224347681
3278,692276824,Wegmans,57.34,58.19,57.34,56.49,57.34,0.6010407640085639
3279,692276824,Whole Foods,65.52333333333333,63.49,71.49,61.59,65.52333333333333,3.71505944322115
3280,784408530,No Store,2.49,2.39,2.59,2.49,2.49,0.07071067811865465
3281,784408530,Safeway,2.29,2.69,2.4233333333333333,2.29,2.4233333333333333,0.1632993161855452
3282,784408530,Trader Joes,2.34,2.34,2.49,2.19,2.34,0.10606601717798222
3283,784408530,Walmart,2.17,2.14,2.143333333333333,2.12,2.1433333333333335,0.017795130420052117
3284,784408530,Wegmans,2.24,2.29,2.24,2.19,2.24,0.03535533905932741
3285,784408530,Whole Foods,1.99,2.49,2.29,2.39,2.29,0.18708286933869714
3286,853687097,No Store,44.59,42.59,46.59,44.59,44.59,1.4142135623730951
3287,853687097,Trader Joes,41.82333333333333,40.49,45.69,39.29,41.82333333333333,2.4055491403558276
3288,853687097,Walmart,36.94,38.52,37.730000000000004,37.730000000000004,37.730000000000004,0.5586143571373745
3289,853687097,Wegmans,41.39,41.39,41.39,41.39,41.39,0.0
3290,853687097,Whole Foods,1.99,45.09,50.89,43.79,35.44,19.496474040195064
3291,436491453,No Store,61.739999999999995,58.99,64.49,61.739999999999995,61.739999999999995,1.9445436482630032
3292,436491453,Safeway,56.69,56.69,56.69,56.69,56.69,0.0
3293,436491453,Trader Joes,58.84,58.84,63.19,54.49,58.84,3.07591449816148
3294,436491453,Walmart,51.11,51.43,51.43,51.75,51.43,0.2262741699796954
3295,436491453,Wegmans,54.99,57.29,55.95666666666667,55.59,55.95666666666667,0.8436033823229163
3296,436491453,Whole Foods,1.99,62.49,32.24,32.24,32.24,21.389980130893065
3297,897422303,No Store,39.99,39.99,39.99,39.99,39.99,0.0
3298,897422303,Safeway,38.49,45.09,41.790000000000006,41.790000000000006,41.790000000000006,2.333452377915607
3299,897422303,Trader Joes,39.32333333333333,38.09,42.89,36.99,39.32333333333334,2.218482965151336
3300,897422303,Walmart,35.64,36.12,35.64,35.16,35.64,0.3394112549695431
3301,897422303,Wegmans,38.29,38.89,38.29,37.69,38.28999999999999,0.4242640687119295
3302,897422303,Whole Foods,1.99,42.39,47.79,41.09,33.315,18.25915866079267
3303,952287274,Safeway,52.59,61.69,55.79,53.09,55.79,3.6173194495371823
3304,952287274,Trader Joes,49.99,51.99,58.69,50.49,52.790000000000006,3.4849677186453234
3305,952287274,Walmart,47.44,49.44,48.26666666666667,47.92,48.266666666666666,0.7382863039950464
3306,952287274,Wegmans,52.34,53.09,52.34,51.59,52.34,0.5303300858899106
3307,952287274,Whole Foods,1.99,57.89,65.29,41.723333333333336,41.723333333333336,24.471854581675387
3308,164485660,No Store,42.49,42.49,42.49,42.49,42.49,0.0
3309,164485660,Safeway,37.29,37.489999999999995,37.489999999999995,37.69,37.489999999999995,0.141421356237309
3310,164485660,Trader Joes,38.69,38.69,41.59,35.79,38.69,2.050609665440989
3311,164485660,Walmart,33.63,35.0,34.223333333333336,34.04,34.223333333333336,0.4972088762951301
3312,164485660,Wegmans,36.19,37.69,36.82333333333333,36.59,36.82333333333333,0.5492419017761354
3313,164485660,Whole Foods,1.99,41.09,46.29,29.790000000000003,29.79,17.122937832042727
3314,286798599,No Store,39.24,37.49,40.99,39.24,39.24,1.2374368670764582
3315,286798599,Safeway,35.99,42.29,38.22333333333333,36.39,38.22333333333333,2.494326896512697
3316,286798599,Trader Joes,34.29,36.35666666666666,40.19,34.59,36.35666666666666,2.349822688346221
3317,286798599,Walmart,33.33,33.85,33.33,32.81,33.33,0.3676955262170044
3318,286798599,Wegmans,35.84,36.39,35.84,35.29,35.84,0.38890872965260165
3319,286798599,Whole Foods,1.99,39.69,44.69,28.790000000000003,28.79,16.506513865744033
3320,221349675,No Store,38.99,38.99,38.99,38.99,38.99,0.0
3321,221349675,Safeway,37.49,37.69,37.69,37.89,37.69,0.141421356237309
3322,221349675,Trader Joes,38.29,37.09,41.79,35.99,38.29,2.1783020910791953
3323,221349675,Walmart,34.745,35.26,34.745,34.23,34.745,0.3641599923110724
3324,221349675,Wegmans,36.39,37.89,37.02333333333333,36.79,37.02333333333334,0.5492419017761362
3325,221349675,Whole Foods,1.99,41.29,27.790000000000003,40.09,27.79,15.804904302146218
3326,361415663,No Store,27.69,27.69,27.69,27.69,27.69,0.0
3327,361415663,Safeway,26.59,26.689999999999998,26.689999999999998,26.79,26.689999999999998,0.0707106781186545
3328,361415663,Trader Joes,27.54,27.54,29.59,25.49,27.54,1.449568901432423
3329,361415663,Walmart,24.02,25.04,24.439999999999998,24.26,24.439999999999998,0.37709415269929564
3330,361415663,Wegmans,25.79,26.79,26.22333333333333,26.09,26.22333333333333,0.3628590176179539
3331,361415663,Whole Foods,1.99,15.19,15.19,28.39,15.19,9.333809511662428
3332,888666503,No Store,62.39,62.39,62.39,62.39,62.39,0.0
3333,888666503,Safeway,59.99,60.290000000000006,60.290000000000006,60.59,60.290000000000006,0.21213203435596475
3334,888666503,Trader Joes,63.14,59.39,66.89,63.14,63.14,2.6516504294495533
3335,888666503,Walmart,55.535,56.37,55.535,54.7,55.535,0.5904341622907653
3336,888666503,Wegmans,59.69,60.59,59.69,58.79,59.69,0.6363961030678943
3337,888666503,Whole Foods,1.99,66.09,74.49,47.52333333333333,47.52333333333333,28.041071068464316
3338,829968022,No Store,36.29,34.69,37.89,36.29,36.29,1.1313708498984771
3339,829968022,Safeway,33.29,39.09,36.19,36.19,36.19,2.050609665440989
3340,829968022,Trader Joes,31.69,33.59,37.09,31.99,33.59,2.145926373387495
3341,829968022,Walmart,30.03,31.31,30.563333333333333,30.35,30.563333333333333,0.4710272462041508
3342,829968022,Wegmans,33.09,33.59,33.09,32.59,33.09,0.3535533905932738
3343,829968022,Whole Foods,1.99,36.69,41.29,26.656666666666666,26.656666666666666,15.19248717842693
3344,987897892,No Store,9.739999999999998,9.29,10.19,9.739999999999998,9.739999999999998,0.3181980515339465
3345,987897892,Safeway,8.99,9.04,9.04,9.09,9.04,0.03535533905932725
3346,987897892,Trader Joes,9.440000000000001,8.89,9.99,9.440000000000001,9.440000000000001,0.388908729652601
3347,987897892,Walmart,8.15,8.45,8.3,8.3,8.3,0.10606601717798175
3348,987897892,Wegmans,8.69,9.09,8.89,8.89,8.89,0.14142135623730964
3349,987897892,Whole Foods,1.99,9.89,7.156666666666666,9.59,7.156666666666666,3.1657016073323567
